anime_id,title,genre,aired,episodes,members,popularity,ranked,score
1,Cowboy Bebop,Action,Apr 3 1998 to Apr 24 1999,26,930311,39,26,8.81
1,Cowboy Bebop,Adventure,Apr 3 1998 to Apr 24 1999,26,930311,39,26,8.81
1,Cowboy Bebop,Comedy,Apr 3 1998 to Apr 24 1999,26,930311,39,26,8.81
1,Cowboy Bebop,Drama,Apr 3 1998 to Apr 24 1999,26,930311,39,26,8.81
1,Cowboy Bebop,Sci-Fi,Apr 3 1998 to Apr 24 1999,26,930311,39,26,8.81
1,Cowboy Bebop,Space,Apr 3 1998 to Apr 24 1999,26,930311,39,26,8.81
5,Cowboy Bebop: Tengoku no Tobira,Action,Sep 1 2001,1,223199,475,149,8.4
5,Cowboy Bebop: Tengoku no Tobira,Drama,Sep 1 2001,1,223199,475,149,8.4
5,Cowboy Bebop: Tengoku no Tobira,Mystery,Sep 1 2001,1,223199,475,149,8.4
5,Cowboy Bebop: Tengoku no Tobira,Sci-Fi,Sep 1 2001,1,223199,475,149,8.4
5,Cowboy Bebop: Tengoku no Tobira,Space,Sep 1 2001,1,223199,475,149,8.4
6,Trigun,Action,Apr 1 1998 to Sep 30 1998,26,460146,158,256,8.28
6,Trigun,Sci-Fi,Apr 1 1998 to Sep 30 1998,26,460146,158,256,8.28
6,Trigun,Adventure,Apr 1 1998 to Sep 30 1998,26,460146,158,256,8.28
6,Trigun,Comedy,Apr 1 1998 to Sep 30 1998,26,460146,158,256,8.28
6,Trigun,Drama,Apr 1 1998 to Sep 30 1998,26,460146,158,256,8.28
6,Trigun,Shounen,Apr 1 1998 to Sep 30 1998,26,460146,158,256,8.28
7,Witch Hunter Robin,Action,Jul 2 2002 to Dec 24 2002,26,85182,1278,2487,7.32
7,Witch Hunter Robin,Magic,Jul 2 2002 to Dec 24 2002,26,85182,1278,2487,7.32
7,Witch Hunter Robin,Police,Jul 2 2002 to Dec 24 2002,26,85182,1278,2487,7.32
7,Witch Hunter Robin,Supernatural,Jul 2 2002 to Dec 24 2002,26,85182,1278,2487,7.32
7,Witch Hunter Robin,Drama,Jul 2 2002 to Dec 24 2002,26,85182,1278,2487,7.32
7,Witch Hunter Robin,Mystery,Jul 2 2002 to Dec 24 2002,26,85182,1278,2487,7.32
8,Bouken Ou Beet,Adventure,Sep 30 2004 to Sep 29 2005,52,12319,3968,3704,7.02
8,Bouken Ou Beet,Fantasy,Sep 30 2004 to Sep 29 2005,52,12319,3968,3704,7.02
8,Bouken Ou Beet,Shounen,Sep 30 2004 to Sep 29 2005,52,12319,3968,3704,7.02
8,Bouken Ou Beet,Supernatural,Sep 30 2004 to Sep 29 2005,52,12319,3968,3704,7.02
15,Eyeshield 21,Action,Apr 6 2005 to Mar 19 2008,145,126760,888,542,8.02
15,Eyeshield 21,Sports,Apr 6 2005 to Mar 19 2008,145,126760,888,542,8.02
15,Eyeshield 21,Comedy,Apr 6 2005 to Mar 19 2008,145,126760,888,542,8.02
15,Eyeshield 21,Shounen,Apr 6 2005 to Mar 19 2008,145,126760,888,542,8.02
16,Hachimitsu to Clover,Comedy,Apr 15 2005 to Sep 27 2005,24,186696,578,436,8.11
16,Hachimitsu to Clover,Drama,Apr 15 2005 to Sep 27 2005,24,186696,578,436,8.11
16,Hachimitsu to Clover,Josei,Apr 15 2005 to Sep 27 2005,24,186696,578,436,8.11
16,Hachimitsu to Clover,Romance,Apr 15 2005 to Sep 27 2005,24,186696,578,436,8.11
16,Hachimitsu to Clover,SliceofLife,Apr 15 2005 to Sep 27 2005,24,186696,578,436,8.11
17,Hungry Heart: Wild Striker,SliceofLife,Sep 11 2002 to Sep 10 2003,52,18370,3330,1273,7.65
17,Hungry Heart: Wild Striker,Comedy,Sep 11 2002 to Sep 10 2003,52,18370,3330,1273,7.65
17,Hungry Heart: Wild Striker,Sports,Sep 11 2002 to Sep 10 2003,52,18370,3330,1273,7.65
17,Hungry Heart: Wild Striker,Shounen,Sep 11 2002 to Sep 10 2003,52,18370,3330,1273,7.65
18,Initial D Fourth Stage,Action,Apr 17 2004 to Feb 18 2006,24,87746,1228,336,8.18
18,Initial D Fourth Stage,Cars,Apr 17 2004 to Feb 18 2006,24,87746,1228,336,8.18
18,Initial D Fourth Stage,Sports,Apr 17 2004 to Feb 18 2006,24,87746,1228,336,8.18
18,Initial D Fourth Stage,Drama,Apr 17 2004 to Feb 18 2006,24,87746,1228,336,8.18
18,Initial D Fourth Stage,Seinen,Apr 17 2004 to Feb 18 2006,24,87746,1228,336,8.18
19,Monster,Drama,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
19,Monster,Horror,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
19,Monster,Mystery,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
19,Monster,Police,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
19,Monster,Psychological,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
19,Monster,Seinen,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
19,Monster,Thriller,Apr 7 2004 to Sep 28 2005,74,459710,159,46,8.69
20,Naruto,Action,Oct 3 2002 to Feb 8 2007,220,1280914,9,670,7.93
20,Naruto,Adventure,Oct 3 2002 to Feb 8 2007,220,1280914,9,670,7.93
20,Naruto,Comedy,Oct 3 2002 to Feb 8 2007,220,1280914,9,670,7.93
20,Naruto,SuperPower,Oct 3 2002 to Feb 8 2007,220,1280914,9,670,7.93
20,Naruto,MartialArts,Oct 3 2002 to Feb 8 2007,220,1280914,9,670,7.93
20,Naruto,Shounen,Oct 3 2002 to Feb 8 2007,220,1280914,9,670,7.93
21,One Piece,Action,Oct 20 1999 to ?,,948342,35,86,8.53
21,One Piece,Adventure,Oct 20 1999 to ?,,948342,35,86,8.53
21,One Piece,Comedy,Oct 20 1999 to ?,,948342,35,86,8.53
21,One Piece,SuperPower,Oct 20 1999 to ?,,948342,35,86,8.53
21,One Piece,Drama,Oct 20 1999 to ?,,948342,35,86,8.53
21,One Piece,Fantasy,Oct 20 1999 to ?,,948342,35,86,8.53
21,One Piece,Shounen,Oct 20 1999 to ?,,948342,35,86,8.53
22,Tennis no Ouji-sama,Action,Oct 10 2001 to Mar 23 2005,178,122801,915,627,7.97
22,Tennis no Ouji-sama,Comedy,Oct 10 2001 to Mar 23 2005,178,122801,915,627,7.97
22,Tennis no Ouji-sama,Sports,Oct 10 2001 to Mar 23 2005,178,122801,915,627,7.97
22,Tennis no Ouji-sama,School,Oct 10 2001 to Mar 23 2005,178,122801,915,627,7.97
22,Tennis no Ouji-sama,Shounen,Oct 10 2001 to Mar 23 2005,178,122801,915,627,7.97
23,Ring ni Kakero 1,Action,Oct 6 2004 to Dec 15 2004,12,3214,6847,6136,6.49
23,Ring ni Kakero 1,Shounen,Oct 6 2004 to Dec 15 2004,12,3214,6847,6136,6.49
23,Ring ni Kakero 1,Sports,Oct 6 2004 to Dec 15 2004,12,3214,6847,6136,6.49
24,School Rumble,Comedy,Oct 5 2004 to Mar 29 2005,26,243964,412,604,7.99
24,School Rumble,Romance,Oct 5 2004 to Mar 29 2005,26,243964,412,604,7.99
24,School Rumble,School,Oct 5 2004 to Mar 29 2005,26,243964,412,604,7.99
24,School Rumble,Shounen,Oct 5 2004 to Mar 29 2005,26,243964,412,604,7.99
25,Sunabouzu,Action,Oct 6 2004 to Mar 30 2005,24,98216,1112,1809,7.48
25,Sunabouzu,Adventure,Oct 6 2004 to Mar 30 2005,24,98216,1112,1809,7.48
25,Sunabouzu,Comedy,Oct 6 2004 to Mar 30 2005,24,98216,1112,1809,7.48
25,Sunabouzu,Ecchi,Oct 6 2004 to Mar 30 2005,24,98216,1112,1809,7.48
25,Sunabouzu,Sci-Fi,Oct 6 2004 to Mar 30 2005,24,98216,1112,1809,7.48
25,Sunabouzu,Shounen,Oct 6 2004 to Mar 30 2005,24,98216,1112,1809,7.48
26,Texhnolyze,Action,Apr 17 2003 to Sep 25 2003,22,154140,720,1058,7.74
26,Texhnolyze,Sci-Fi,Apr 17 2003 to Sep 25 2003,22,154140,720,1058,7.74
26,Texhnolyze,Psychological,Apr 17 2003 to Sep 25 2003,22,154140,720,1058,7.74
26,Texhnolyze,Drama,Apr 17 2003 to Sep 25 2003,22,154140,720,1058,7.74
26,Texhnolyze,Action,Apr 17 2003 to Sep 25 2003,22,154089,720,1058,7.74
26,Texhnolyze,Sci-Fi,Apr 17 2003 to Sep 25 2003,22,154089,720,1058,7.74
26,Texhnolyze,Psychological,Apr 17 2003 to Sep 25 2003,22,154089,720,1058,7.74
26,Texhnolyze,Drama,Apr 17 2003 to Sep 25 2003,22,154089,720,1058,7.74
27,Trinity Blood,Action,Apr 29 2005 to Oct 28 2005,24,145431,761,2225,7.38
27,Trinity Blood,Supernatural,Apr 29 2005 to Oct 28 2005,24,145431,761,2225,7.38
27,Trinity Blood,Vampire,Apr 29 2005 to Oct 28 2005,24,145431,761,2225,7.38
28,Yakitate!! Japan,Comedy,Oct 12 2004 to Mar 14 2006,69,71129,1476,592,8
28,Yakitate!! Japan,Shounen,Oct 12 2004 to Mar 14 2006,69,71129,1476,592,8
29,Zipang,Action,Oct 8 2004 to Apr 1 2005,26,14398,3729,1580,7.55
29,Zipang,Military,Oct 8 2004 to Apr 1 2005,26,14398,3729,1580,7.55
29,Zipang,Sci-Fi,Oct 8 2004 to Apr 1 2005,26,14398,3729,1580,7.55
29,Zipang,Historical,Oct 8 2004 to Apr 1 2005,26,14398,3729,1580,7.55
29,Zipang,Drama,Oct 8 2004 to Apr 1 2005,26,14398,3729,1580,7.55
29,Zipang,Seinen,Oct 8 2004 to Apr 1 2005,26,14398,3729,1580,7.55
30,Neon Genesis Evangelion,Action,Oct 4 1995 to Mar 27 1996,26,844506,49,208,8.33
30,Neon Genesis Evangelion,Dementia,Oct 4 1995 to Mar 27 1996,26,844506,49,208,8.33
30,Neon Genesis Evangelion,Drama,Oct 4 1995 to Mar 27 1996,26,844506,49,208,8.33
30,Neon Genesis Evangelion,Mecha,Oct 4 1995 to Mar 27 1996,26,844506,49,208,8.33
30,Neon Genesis Evangelion,Psychological,Oct 4 1995 to Mar 27 1996,26,844506,49,208,8.33
30,Neon Genesis Evangelion,Sci-Fi,Oct 4 1995 to Mar 27 1996,26,844506,49,208,8.33
31,Neon Genesis Evangelion: Death & Rebirth,Drama,Mar 15 1997,1,145073,764,1730,7.5
31,Neon Genesis Evangelion: Death & Rebirth,Mecha,Mar 15 1997,1,145073,764,1730,7.5
31,Neon Genesis Evangelion: Death & Rebirth,Psychological,Mar 15 1997,1,145073,764,1730,7.5
31,Neon Genesis Evangelion: Death & Rebirth,Sci-Fi,Mar 15 1997,1,145073,764,1730,7.5
32,Neon Genesis Evangelion: The End of Evangelion,Sci-Fi,Jul 19 1997,1,402617,208,92,8.51
32,Neon Genesis Evangelion: The End of Evangelion,Dementia,Jul 19 1997,1,402617,208,92,8.51
32,Neon Genesis Evangelion: The End of Evangelion,Psychological,Jul 19 1997,1,402617,208,92,8.51
32,Neon Genesis Evangelion: The End of Evangelion,Drama,Jul 19 1997,1,402617,208,92,8.51
32,Neon Genesis Evangelion: The End of Evangelion,Mecha,Jul 19 1997,1,402617,208,92,8.51
33,Kenpuu Denki Berserk,Action,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Adventure,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Demons,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Drama,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Fantasy,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Horror,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Military,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Romance,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Seinen,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
33,Kenpuu Denki Berserk,Supernatural,Oct 8 1997 to Apr 1 1998,25,362021,250,105,8.48
43,Koukaku Kidoutai,Action,Nov 18 1995,1,402707,205,206,8.33
43,Koukaku Kidoutai,Mecha,Nov 18 1995,1,402707,205,206,8.33
43,Koukaku Kidoutai,Police,Nov 18 1995,1,402707,205,206,8.33
43,Koukaku Kidoutai,Psychological,Nov 18 1995,1,402707,205,206,8.33
43,Koukaku Kidoutai,Sci-Fi,Nov 18 1995,1,402707,205,206,8.33
43,Koukaku Kidoutai,Seinen,Nov 18 1995,1,402707,205,206,8.33
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Action,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Historical,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Drama,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Romance,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,MartialArts,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Shounen,Feb 20 1999 to Sep 22 1999,4,200024,537,35,8.75
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Action,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Adventure,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Comedy,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Historical,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Romance,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Samurai,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Shounen,Jan 10 1996 to Sep 8 1998,94,328520,294,178,8.37
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Samurai,Dec 20 1997,1,40724,2166,1364,7.62
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Historical,Dec 20 1997,1,40724,2166,1364,7.62
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Drama,Dec 20 1997,1,40724,2166,1364,7.62
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Shounen,Dec 20 1997,1,40724,2166,1364,7.62
47,Akira,Action,Jul 16 1988,1,413262,195,331,8.18
47,Akira,Military,Jul 16 1988,1,413262,195,331,8.18
47,Akira,Sci-Fi,Jul 16 1988,1,413262,195,331,8.18
47,Akira,Adventure,Jul 16 1988,1,413262,195,331,8.18
47,Akira,Horror,Jul 16 1988,1,413262,195,331,8.18
47,Akira,Supernatural,Jul 16 1988,1,413262,195,331,8.18
47,Akira,Seinen,Jul 16 1988,1,413262,195,331,8.18
48,.hack//Sign,Game,Apr 4 2002 to Sep 26 2002,26,143801,771,3532,7.06
48,.hack//Sign,Sci-Fi,Apr 4 2002 to Sep 26 2002,26,143801,771,3532,7.06
48,.hack//Sign,Adventure,Apr 4 2002 to Sep 26 2002,26,143801,771,3532,7.06
48,.hack//Sign,Mystery,Apr 4 2002 to Sep 26 2002,26,143801,771,3532,7.06
48,.hack//Sign,Magic,Apr 4 2002 to Sep 26 2002,26,143801,771,3532,7.06
48,.hack//Sign,Fantasy,Apr 4 2002 to Sep 26 2002,26,143801,771,3532,7.06
49,Aa! Megami-sama!,Comedy,Feb 21 1993 to May 17 1994,5,42891,2083,2263,7.36
49,Aa! Megami-sama!,Magic,Feb 21 1993 to May 17 1994,5,42891,2083,2263,7.36
49,Aa! Megami-sama!,Romance,Feb 21 1993 to May 17 1994,5,42891,2083,2263,7.36
49,Aa! Megami-sama!,Seinen,Feb 21 1993 to May 17 1994,5,42891,2083,2263,7.36
49,Aa! Megami-sama!,Supernatural,Feb 21 1993 to May 17 1994,5,42891,2083,2263,7.36
50,Aa! Megami-sama! (TV),Comedy,Jan 7 2005 to Jul 8 2005,24,124216,902,2089,7.4
50,Aa! Megami-sama! (TV),Supernatural,Jan 7 2005 to Jul 8 2005,24,124216,902,2089,7.4
50,Aa! Megami-sama! (TV),Magic,Jan 7 2005 to Jul 8 2005,24,124216,902,2089,7.4
50,Aa! Megami-sama! (TV),Romance,Jan 7 2005 to Jul 8 2005,24,124216,902,2089,7.4
50,Aa! Megami-sama! (TV),Seinen,Jan 7 2005 to Jul 8 2005,24,124216,902,2089,7.4
51,Tenshi Kinryouku,Action,May 25 2000 to Aug 25 2000,3,41768,2120,6677,6.38
51,Tenshi Kinryouku,Drama,May 25 2000 to Aug 25 2000,3,41768,2120,6677,6.38
51,Tenshi Kinryouku,Romance,May 25 2000 to Aug 25 2000,3,41768,2120,6677,6.38
51,Tenshi Kinryouku,Shoujo,May 25 2000 to Aug 25 2000,3,41768,2120,6677,6.38
51,Tenshi Kinryouku,Supernatural,May 25 2000 to Aug 25 2000,3,41768,2120,6677,6.38
52,Kidou Tenshi Angelic Layer,Sci-Fi,Apr 1 2001 to Sep 23 2001,26,47747,1957,2549,7.3
52,Kidou Tenshi Angelic Layer,Comedy,Apr 1 2001 to Sep 23 2001,26,47747,1957,2549,7.3
52,Kidou Tenshi Angelic Layer,Sports,Apr 1 2001 to Sep 23 2001,26,47747,1957,2549,7.3
52,Kidou Tenshi Angelic Layer,Drama,Apr 1 2001 to Sep 23 2001,26,47747,1957,2549,7.3
52,Kidou Tenshi Angelic Layer,Shounen,Apr 1 2001 to Sep 23 2001,26,47747,1957,2549,7.3
53,Ai Yori Aoshi,Harem,Apr 11 2002 to Sep 26 2002,24,86443,1251,3027,7.18
53,Ai Yori Aoshi,SliceofLife,Apr 11 2002 to Sep 26 2002,24,86443,1251,3027,7.18
53,Ai Yori Aoshi,Comedy,Apr 11 2002 to Sep 26 2002,24,86443,1251,3027,7.18
53,Ai Yori Aoshi,Drama,Apr 11 2002 to Sep 26 2002,24,86443,1251,3027,7.18
53,Ai Yori Aoshi,Romance,Apr 11 2002 to Sep 26 2002,24,86443,1251,3027,7.18
54,Appleseed (Movie),Action,Apr 17 2004,1,60564,1656,3119,7.16
54,Appleseed (Movie),Military,Apr 17 2004,1,60564,1656,3119,7.16
54,Appleseed (Movie),Sci-Fi,Apr 17 2004,1,60564,1656,3119,7.16
54,Appleseed (Movie),Police,Apr 17 2004,1,60564,1656,3119,7.16
54,Appleseed (Movie),Drama,Apr 17 2004,1,60564,1656,3119,7.16
54,Appleseed (Movie),Mecha,Apr 17 2004,1,60564,1656,3119,7.16
54,Appleseed (Movie),Shounen,Apr 17 2004,1,60564,1656,3119,7.16
55,Arc the Lad,Action,Apr 5 1999 to Sep 11 1999,26,13143,3864,5692,6.57
55,Arc the Lad,Adventure,Apr 5 1999 to Sep 11 1999,26,13143,3864,5692,6.57
55,Arc the Lad,Fantasy,Apr 5 1999 to Sep 11 1999,26,13143,3864,5692,6.57
55,Arc the Lad,Horror,Apr 5 1999 to Sep 11 1999,26,13143,3864,5692,6.57
55,Arc the Lad,Sci-Fi,Apr 5 1999 to Sep 11 1999,26,13143,3864,5692,6.57
56,Avenger,Adventure,Oct 2 2003 to Dec 25 2003,13,14838,3672,8491,5.95
56,Avenger,Fantasy,Oct 2 2003 to Dec 25 2003,13,14838,3672,8491,5.95
56,Avenger,Sci-Fi,Oct 2 2003 to Dec 25 2003,13,14838,3672,8491,5.95
56,Avenger,Shounen,Oct 2 2003 to Dec 25 2003,13,14838,3672,8491,5.95
57,Beck,Comedy,Oct 7 2004 to Mar 31 2005,26,217764,489,190,8.35
57,Beck,Drama,Oct 7 2004 to Mar 31 2005,26,217764,489,190,8.35
57,Beck,Music,Oct 7 2004 to Mar 31 2005,26,217764,489,190,8.35
57,Beck,Shounen,Oct 7 2004 to Mar 31 2005,26,217764,489,190,8.35
57,Beck,SliceofLife,Oct 7 2004 to Mar 31 2005,26,217764,489,190,8.35
58,Blue Gender,Adventure,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Romance,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Mecha,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Military,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Sci-Fi,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Horror,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Space,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
58,Blue Gender,Drama,Oct 8 1999 to Mar 31 2000,26,58441,1699,3372,7.1
59,Chobits,Sci-Fi,Apr 3 2002 to Sep 25 2002,26,356642,260,1754,7.49
59,Chobits,Comedy,Apr 3 2002 to Sep 25 2002,26,356642,260,1754,7.49
59,Chobits,Drama,Apr 3 2002 to Sep 25 2002,26,356642,260,1754,7.49
59,Chobits,Romance,Apr 3 2002 to Sep 25 2002,26,356642,260,1754,7.49
59,Chobits,Ecchi,Apr 3 2002 to Sep 25 2002,26,356642,260,1754,7.49
59,Chobits,Seinen,Apr 3 2002 to Sep 25 2002,26,356642,260,1754,7.49
60,Chrno Crusade,Action,Nov 25 2003 to Jun 10 2004,24,182796,593,1069,7.73
60,Chrno Crusade,Demons,Nov 25 2003 to Jun 10 2004,24,182796,593,1069,7.73
60,Chrno Crusade,Historical,Nov 25 2003 to Jun 10 2004,24,182796,593,1069,7.73
60,Chrno Crusade,Romance,Nov 25 2003 to Jun 10 2004,24,182796,593,1069,7.73
60,Chrno Crusade,Shounen,Nov 25 2003 to Jun 10 2004,24,182796,593,1069,7.73
60,Chrno Crusade,Supernatural,Nov 25 2003 to Jun 10 2004,24,182796,593,1069,7.73
60,Chrno Crusade,Action,Nov 25 2003 to Jun 10 2004,24,182751,593,1069,7.73
60,Chrno Crusade,Demons,Nov 25 2003 to Jun 10 2004,24,182751,593,1069,7.73
60,Chrno Crusade,Historical,Nov 25 2003 to Jun 10 2004,24,182751,593,1069,7.73
60,Chrno Crusade,Romance,Nov 25 2003 to Jun 10 2004,24,182751,593,1069,7.73
60,Chrno Crusade,Shounen,Nov 25 2003 to Jun 10 2004,24,182751,593,1069,7.73
60,Chrno Crusade,Supernatural,Nov 25 2003 to Jun 10 2004,24,182751,593,1069,7.73
61,D.N.Angel,Action,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
61,D.N.Angel,Comedy,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
61,D.N.Angel,Magic,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
61,D.N.Angel,Romance,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
61,D.N.Angel,Fantasy,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
61,D.N.Angel,School,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
61,D.N.Angel,Shoujo,Apr 3 2003 to Sep 25 2003,26,155094,716,2610,7.28
62,D.C.: Da Capo,Harem,Jul 5 2003 to Dec 27 2003,26,62448,1620,4445,6.83
62,D.C.: Da Capo,Drama,Jul 5 2003 to Dec 27 2003,26,62448,1620,4445,6.83
62,D.C.: Da Capo,Magic,Jul 5 2003 to Dec 27 2003,26,62448,1620,4445,6.83
62,D.C.: Da Capo,Romance,Jul 5 2003 to Dec 27 2003,26,62448,1620,4445,6.83
63,DearS,Sci-Fi,Jul 11 2004 to Sep 26 2004,12,117507,954,5073,6.7
63,DearS,Harem,Jul 11 2004 to Sep 26 2004,12,117507,954,5073,6.7
63,DearS,Comedy,Jul 11 2004 to Sep 26 2004,12,117507,954,5073,6.7
63,DearS,Romance,Jul 11 2004 to Sep 26 2004,12,117507,954,5073,6.7
63,DearS,Ecchi,Jul 11 2004 to Sep 26 2004,12,117507,954,5073,6.7
63,DearS,Shounen,Jul 11 2004 to Sep 26 2004,12,117507,954,5073,6.7
64,Rozen Maiden,Action,Oct 8 2004 to Dec 24 2004,12,163096,678,1735,7.5
64,Rozen Maiden,Comedy,Oct 8 2004 to Dec 24 2004,12,163096,678,1735,7.5
64,Rozen Maiden,Drama,Oct 8 2004 to Dec 24 2004,12,163096,678,1735,7.5
64,Rozen Maiden,Magic,Oct 8 2004 to Dec 24 2004,12,163096,678,1735,7.5
64,Rozen Maiden,Seinen,Oct 8 2004 to Dec 24 2004,12,163096,678,1735,7.5
65,Rozen Maiden: TrÃ¤umend,Action,Oct 21 2005 to Jan 27 2006,12,87915,1225,1137,7.71
65,Rozen Maiden: TrÃ¤umend,Comedy,Oct 21 2005 to Jan 27 2006,12,87915,1225,1137,7.71
65,Rozen Maiden: TrÃ¤umend,Drama,Oct 21 2005 to Jan 27 2006,12,87915,1225,1137,7.71
65,Rozen Maiden: TrÃ¤umend,Magic,Oct 21 2005 to Jan 27 2006,12,87915,1225,1137,7.71
65,Rozen Maiden: TrÃ¤umend,Seinen,Oct 21 2005 to Jan 27 2006,12,87915,1225,1137,7.71
66,Azumanga Daioh,SliceofLife,Apr 9 2002 to Oct 1 2002,26,231367,450,540,8.02
66,Azumanga Daioh,Comedy,Apr 9 2002 to Oct 1 2002,26,231367,450,540,8.02
66,Azumanga Daioh,School,Apr 9 2002 to Oct 1 2002,26,231367,450,540,8.02
67,Basilisk: Kouga Ninpou Chou,Action,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
67,Basilisk: Kouga Ninpou Chou,Adventure,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
67,Basilisk: Kouga Ninpou Chou,Historical,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
67,Basilisk: Kouga Ninpou Chou,Supernatural,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
67,Basilisk: Kouga Ninpou Chou,Romance,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
67,Basilisk: Kouga Ninpou Chou,Samurai,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
67,Basilisk: Kouga Ninpou Chou,Fantasy,Apr 13 2005 to Sep 21 2005,24,141885,784,1320,7.63
68,Black Cat,Adventure,Oct 7 2005 to Mar 31 2006,23,206699,525,1888,7.45
68,Black Cat,Comedy,Oct 7 2005 to Mar 31 2006,23,206699,525,1888,7.45
68,Black Cat,Sci-Fi,Oct 7 2005 to Mar 31 2006,23,206699,525,1888,7.45
68,Black Cat,Shounen,Oct 7 2005 to Mar 31 2006,23,206699,525,1888,7.45
68,Black Cat,SuperPower,Oct 7 2005 to Mar 31 2006,23,206699,525,1888,7.45
69,Cluster Edge,Action,Oct 5 2005 to Mar 29 2006,25,8491,4637,6382,6.43
69,Cluster Edge,Fantasy,Oct 5 2005 to Mar 29 2006,25,8491,4637,6382,6.43
69,Cluster Edge,Military,Oct 5 2005 to Mar 29 2006,25,8491,4637,6382,6.43
